 - : 1, 0s, 949.59hPa, 26.99°C, 545.00m; (sol) 
 - : 984, 604s, 949.21hPa, 35.62°C, 549.00m; (sol) 
 - : 985, 604s, 949.10hPa, 35.62°C, 549.00m; (sol) 
 - : 986, 605s, 949.14hPa, 35.63°C, 549.00m; (sol) 
 - : 987, 606s, 949.11hPa, 35.63°C, 549.00m; (sol) 
 - : 988, 606s, 949.14hPa, 35.63°C, 549.00m; (sol) 
 - : 989, 607s, 949.16hPa, 35.64°C, 549.00m; (sol) 
 - : 990, 608s, 949.14hPa, 35.65°C, 549.00m; (sol) 
 - : 991, 608s, 949.14hPa, 35.65°C, 549.00m; (sol) 
 - : 992, 609s, 949.14hPa, 35.65°C, 549.00m; (sol) 
 - : 993, 609s, 949.11hPa, 35.65°C, 549.00m; (sol) 
 - : 994, 610s, 949.15hPa, 35.66°C, 549.00m; (sol) 
 - : 995, 611s, 949.13hPa, 35.67°C, 549.00m; (sol) 
 - : 996, 611s, 949.17hPa, 35.67°C, 550.00m; (sol) 
 - : 997, 612s, 949.17hPa, 35.67°C, 549.00m; (sol) 
 - : 998, 612s, 949.14hPa, 35.67°C, 549.00m; (sol) 
 - : 999, 613s, 949.18hPa, 35.68°C, 549.00m; (sol) 
 - : 1000, 614s, 949.13hPa, 35.68°C, 549.00m; (sol) 
 - : 1001, 614s, 949.16hPa, 35.68°C, 549.00m; (sol) 
 - : 1002, 615s, 949.16hPa, 35.68°C, 549.00m; (sol) 
 - : 1003, 615s, 949.16hPa, 35.68°C, 549.00m; (sol) 
 - : 1004, 616s, 949.17hPa, 35.69°C, 549.00m; (sol) 
 - : 1005, 617s, 949.22hPa, 35.70°C, 549.00m; (sol) 
 - : 1006, 617s, 949.21hPa, 35.70°C, 549.00m; (sol) 
 - : 1007, 618s, 949.12hPa, 35.71°C, 550.00m; (sol) 
 - : 1008, 618s, 949.15hPa, 35.72°C, 549.00m; (sol) 
 - : 1009, 619s, 949.18hPa, 35.72°C, 549.00m; (sol) 
 - : 1010, 620s, 949.14hPa, 35.73°C, 550.00m; (sol) 
 - : 1011, 620s, 949.20hPa, 35.73°C, 550.00m; (sol) 
 - : 1012, 621s, 949.19hPa, 35.73°C, 549.00m; (sol) 
 - : 1013, 622s, 949.09hPa, 35.74°C, 550.00m; (sol) 
 - : 1014, 622s, 949.10hPa, 35.74°C, 550.00m; (sol) 
 - : 1015, 623s, 949.21hPa, 35.74°C, 549.00m; (sol) 
 - : 1016, 623s, 949.19hPa, 35.74°C, 549.00m; (sol) 
 - : 1017, 624s, 949.12hPa, 35.76°C, 549.00m; (sol) 
 - : 1018, 625s, 949.17hPa, 35.75°C, 549.00m; (sol) 
 - : 1019, 625s, 949.21hPa, 35.76°C, 549.00m; (sol) 
 - : 1020, 626s, 949.10hPa, 35.76°C, 550.00m; (sol) 
 - : 1021, 626s, 949.08hPa, 35.77°C, 549.00m; (sol) 
 - : 1022, 627s, 949.18hPa, 35.78°C, 550.00m; (sol) 
 - : 1023, 628s, 949.04hPa, 35.78°C, 550.00m; (sol) 
 - : 1024, 628s, 949.12hPa, 35.78°C, 550.00m; (sol) 
 - : 1025, 629s, 949.10hPa, 35.78°C, 549.00m; (sol) 
 - : 1026, 630s, 949.08hPa, 35.79°C, 549.00m; (sol) 
 - : 1027, 630s, 949.13hPa, 35.80°C, 549.00m; (sol) 
 - : 1028, 631s, 949.14hPa, 35.81°C, 549.00m; (sol) 
 - : 1029, 631s, 949.09hPa, 35.81°C, 549.00m; (sol) 
 - : 1030, 632s, 949.20hPa, 35.81°C, 549.00m; (sol) 
 - : 1031, 633s, 949.10hPa, 35.80°C, 549.00m; (sol) 
 - : 1032, 633s, 949.09hPa, 35.82°C, 548.00m; (sol) 
 - : 1033, 634s, 949.06hPa, 35.81°C, 550.00m; (sol) 
 - : 1034, 635s, 949.04hPa, 35.82°C, 549.00m; (sol) 
 - : 1035, 635s, 949.05hPa, 35.83°C, 549.00m; (sol) 
 - : 1036, 636s, 949.05hPa, 35.83°C, 550.00m; (sol) 
 - : 1037, 636s, 949.11hPa, 35.83°C, 550.00m; (sol) 
 - : 1038, 637s, 949.11hPa, 35.83°C, 549.00m; (sol) 
 - : 1039, 638s, 949.18hPa, 35.83°C, 549.00m; (sol) 
 - : 1040, 638s, 949.07hPa, 35.84°C, 549.00m; (sol) 
 - : 1041, 639s, 949.15hPa, 35.85°C, 550.00m; (sol) 
 - : 1042, 639s, 949.09hPa, 35.85°C, 549.00m; (sol) 
 - : 1043, 640s, 949.10hPa, 35.86°C, 549.00m; (sol) 
 - : 1044, 641s, 949.09hPa, 35.87°C, 549.00m; (sol) 
 - : 1045, 641s, 949.09hPa, 35.88°C, 549.00m; (sol) 
 - : 1046, 642s, 949.09hPa, 35.88°C, 549.00m; (sol) 
 - : 1047, 643s, 949.16hPa, 35.88°C, 550.00m; (sol) 
 - : 1048, 643s, 949.12hPa, 35.89°C, 549.00m; (sol) 
 - : 1049, 644s, 949.12hPa, 35.90°C, 549.00m; (sol) 
 - : 1050, 644s, 949.10hPa, 35.90°C, 549.00m; (sol) 
 - : 1051, 645s, 949.08hPa, 35.91°C, 550.00m; (sol) 
 - : 1052, 646s, 949.11hPa, 35.91°C, 549.00m; (sol) 
 - : 1053, 646s, 949.11hPa, 35.91°C, 550.00m; (sol) 
 - : 1054, 647s, 949.10hPa, 35.92°C, 549.00m; (sol) 
 - : 1055, 648s, 949.11hPa, 35.92°C, 549.00m; (sol) 
 - : 1056, 648s, 949.02hPa, 35.93°C, 549.00m; (sol) 
 - : 1057, 649s, 949.08hPa, 35.93°C, 549.00m; (sol) 
 - : 1058, 649s, 949.10hPa, 35.94°C, 549.00m; (sol) 
 - : 1059, 650s, 949.12hPa, 35.95°C, 549.00m; (sol) 
 - : 1060, 651s, 949.12hPa, 35.95°C, 549.00m; (sol) 
 - : 1061, 651s, 949.12hPa, 35.97°C, 549.00m; (sol) 
 - : 1062, 652s, 949.04hPa, 35.96°C, 549.00m; (sol) 
 - : 1063, 652s, 949.08hPa, 35.97°C, 549.00m; (sol) 
 - : 1064, 653s, 949.15hPa, 35.97°C, 549.00m; (sol) 
 - : 1065, 654s, 949.09hPa, 35.98°C, 549.00m; (sol) 
 - : 1066, 654s, 949.05hPa, 35.98°C, 549.00m; (sol) 
 - : 1067, 655s, 949.12hPa, 35.99°C, 550.00m; (sol) 
 - : 1068, 655s, 949.08hPa, 36.00°C, 550.00m; (sol) 
 - : 1069, 656s, 949.01hPa, 36.00°C, 549.00m; (sol) 
 - : 1070, 657s, 949.03hPa, 36.01°C, 549.00m; (sol) 
 - : 1071, 657s, 949.16hPa, 36.02°C, 549.00m; (sol) 
 - : 1072, 658s, 949.05hPa, 36.03°C, 550.00m; (sol) 
 - : 1073, 658s, 949.05hPa, 36.03°C, 550.00m; (sol) 
 - : 1074, 659s, 949.15hPa, 36.03°C, 550.00m; (sol) 
 - : 1075, 660s, 949.04hPa, 36.04°C, 550.00m; (sol) 
 - : 1076, 660s, 949.03hPa, 36.05°C, 550.00m; (sol) 
 - : 1077, 661s, 949.04hPa, 36.06°C, 550.00m; (sol) 
 - : 1078, 661s, 949.04hPa, 36.06°C, 549.00m; (sol) 
 - : 1079, 662s, 949.04hPa, 36.06°C, 549.00m; (sol) 
 - : 1080, 663s, 949.12hPa, 36.07°C, 549.00m; (sol) 
 - : 1081, 663s, 949.07hPa, 36.08°C, 550.00m; (sol) 
 - : 1082, 664s, 949.04hPa, 36.08°C, 550.00m; (sol) 
 - : 1083, 665s, 949.09hPa, 36.09°C, 550.00m; (sol) 
 - : 1084, 665s, 949.04hPa, 36.10°C, 550.00m; (sol) 
 - : 1085, 666s, 949.01hPa, 36.10°C, 549.00m; (sol) 
 - : 1086, 666s, 949.08hPa, 36.10°C, 550.00m; (sol) 
 - : 1087, 667s, 949.09hPa, 36.11°C, 550.00m; (sol) 
 - : 1088, 668s, 949.01hPa, 36.12°C, 550.00m; (sol) 
 - : 1089, 668s, 949.02hPa, 36.12°C, 551.00m; (sol) 
 - : 1090, 669s, 949.07hPa, 36.14°C, 550.00m; (sol) 
 - : 1091, 669s, 949.11hPa, 36.14°C, 549.00m; (sol) 
 - : 1092, 670s, 949.08hPa, 36.14°C, 550.00m; (sol) 
 - : 1093, 671s, 949.02hPa, 36.14°C, 549.00m; (sol) 
 - : 1094, 671s, 949.03hPa, 36.15°C, 549.00m; (sol) 
 - : 1095, 672s, 949.00hPa, 36.15°C, 551.00m; (sol) 
 - : 1096, 673s, 949.02hPa, 36.16°C, 550.00m; (sol) 
 - : 1097, 673s, 949.03hPa, 36.17°C, 550.00m; (sol) 
 - : 1098, 674s, 949.02hPa, 36.16°C, 550.00m; (sol) 
 - : 1099, 674s, 949.04hPa, 36.18°C, 550.00m; (sol) 
 - : 1100, 675s, 949.08hPa, 36.19°C, 550.00m; (sol) 
 - : 1101, 676s, 949.06hPa, 36.19°C, 550.00m; (sol) 
 - : 1102, 676s, 949.10hPa, 36.20°C, 550.00m; (sol) 
 - : 1103, 677s, 949.09hPa, 36.21°C, 550.00m; (sol) 
 - : 1104, 678s, 949.01hPa, 36.21°C, 550.00m; (sol) 
 - : 1105, 678s, 949.01hPa, 36.21°C, 551.00m; (sol) 
 - : 1106, 679s, 949.02hPa, 36.22°C, 550.00m; (sol) 
 - : 1107, 679s, 949.03hPa, 36.21°C, 550.00m; (sol) 
 - : 1108, 680s, 948.97hPa, 36.21°C, 550.00m; (sol) 
 - : 1109, 681s, 949.05hPa, 36.22°C, 549.00m; (sol) 
 - : 1110, 681s, 949.03hPa, 36.23°C, 549.00m; (sol) 
 - : 1111, 682s, 949.04hPa, 36.23°C, 550.00m; (sol) 
 - : 1112, 682s, 949.01hPa, 36.23°C, 550.00m; (sol) 
 - : 1113, 683s, 949.08hPa, 36.24°C, 551.00m; (sol) 
 - : 1114, 684s, 949.09hPa, 36.25°C, 551.00m; (sol) 
 - : 1115, 684s, 949.09hPa, 36.25°C, 550.00m; (sol) 
 - : 1116, 685s, 949.02hPa, 36.26°C, 550.00m; (sol) 
 - : 1117, 686s, 949.03hPa, 36.27°C, 550.00m; (sol) 
 - : 1118, 686s, 949.10hPa, 36.28°C, 550.00m; (sol) 
 - : 1119, 687s, 949.07hPa, 36.28°C, 550.00m; (sol) 
 - : 1120, 687s, 949.08hPa, 36.28°C, 550.00m; (sol) 
 - : 1121, 688s, 949.05hPa, 36.29°C, 550.00m; (sol) 
 - : 1122, 689s, 949.12hPa, 36.29°C, 550.00m; (sol) 
 - : 1123, 689s, 949.05hPa, 36.29°C, 550.00m; (sol) 
 - : 1124, 690s, 948.99hPa, 36.28°C, 550.00m; (sol) 
 - : 1125, 691s, 949.01hPa, 36.29°C, 550.00m; (sol) 
 - : 1126, 691s, 949.07hPa, 36.30°C, 550.00m; (sol) 
 - : 1127, 692s, 949.01hPa, 36.29°C, 550.00m; (sol) 
 - : 1128, 692s, 949.02hPa, 36.30°C, 550.00m; (sol) 
 - : 1129, 693s, 949.04hPa, 36.29°C, 550.00m; (sol) 
 - : 1130, 694s, 949.05hPa, 36.30°C, 550.00m; (sol) 
 - : 1131, 694s, 949.00hPa, 36.29°C, 550.00m; (sol) 
 - : 1132, 695s, 949.03hPa, 36.31°C, 551.00m; (sol) 
 - : 1133, 695s, 948.99hPa, 36.30°C, 550.00m; (sol) 
 - : 1134, 696s, 949.06hPa, 36.31°C, 550.00m; (sol) 
 - : 1135, 697s, 949.00hPa, 36.31°C, 550.00m; (sol) 
 - : 1136, 697s, 949.03hPa, 36.31°C, 550.00m; (sol) 
 - : 1137, 698s, 949.09hPa, 36.31°C, 550.00m; (sol) 
 - : 1138, 698s, 948.98hPa, 36.31°C, 549.00m; (sol) 
 - : 1139, 699s, 949.01hPa, 36.31°C, 550.00m; (sol) 
 - : 1140, 700s, 949.06hPa, 36.33°C, 549.00m; (sol) 
 - : 1141, 700s, 949.06hPa, 36.33°C, 549.00m; (sol) 
 - : 1142, 701s, 949.01hPa, 36.34°C, 550.00m; (sol) 
 - : 1143, 701s, 949.04hPa, 36.33°C, 550.00m; (sol) 
 - : 1144, 702s, 949.06hPa, 36.35°C, 550.00m; (sol) 
 - : 1145, 703s, 949.04hPa, 36.33°C, 550.00m; (sol) 
 - : 1146, 703s, 949.02hPa, 36.34°C, 550.00m; (sol) 
 - : 1147, 704s, 949.01hPa, 36.34°C, 550.00m; (sol) 
 - : 1148, 704s, 948.98hPa, 36.33°C, 550.00m; (sol) 
 - : 1149, 705s, 949.04hPa, 36.34°C, 550.00m; (sol) 
 - : 1150, 706s, 949.01hPa, 36.34°C, 550.00m; (sol) 
 - : 1151, 706s, 948.98hPa, 36.34°C, 550.00m; (sol) 
 - : 1152, 707s, 949.04hPa, 36.34°C, 550.00m; (sol) 
 - : 1153, 708s, 949.08hPa, 36.34°C, 550.00m; (sol) 
 - : 1154, 708s, 949.05hPa, 36.34°C, 550.00m; (sol) 
 - : 1155, 709s, 949.06hPa, 36.35°C, 550.00m; (sol) 
 - : 1156, 709s, 949.07hPa, 36.34°C, 550.00m; (sol) 
 - : 1157, 710s, 949.05hPa, 36.34°C, 550.00m; (sol) 
 - : 1158, 711s, 949.05hPa, 36.34°C, 550.00m; (sol) 
 - : 1159, 711s, 949.01hPa, 36.35°C, 550.00m; (sol) 
 - : 1160, 712s, 949.06hPa, 36.35°C, 550.00m; (sol) 
 - : 1161, 712s, 949.01hPa, 36.34°C, 550.00m; (sol) 
 - : 1162, 713s, 948.98hPa, 36.34°C, 550.00m; (sol) 
 - : 1163, 714s, 949.04hPa, 36.33°C, 550.00m; (sol) 
 - : 1164, 714s, 949.07hPa, 36.34°C, 550.00m; (sol) 
 - : 1165, 715s, 949.01hPa, 36.34°C, 550.00m; (sol) 
 - : 1166, 716s, 949.04hPa, 36.34°C, 550.00m; (sol) 
 - : 1167, 716s, 949.11hPa, 36.34°C, 551.00m; (sol) 
 - : 1168, 717s, 949.01hPa, 36.33°C, 550.00m; (sol) 
 - : 1169, 717s, 949.05hPa, 36.34°C, 550.00m; (sol) 
 - : 1170, 718s, 949.12hPa, 36.33°C, 550.00m; (sol) 
 - : 1171, 719s, 949.11hPa, 36.32°C, 549.00m; (sol) 
 - : 1172, 719s, 949.03hPa, 36.31°C, 549.00m; (sol) 
 - : 1173, 720s, 949.04hPa, 36.31°C, 550.00m; (sol) 
 - : 1174, 720s, 949.06hPa, 36.33°C, 550.00m; (sol) 
 - : 1175, 721s, 949.13hPa, 36.34°C, 550.00m; (sol) 
 - : 1176, 722s, 949.02hPa, 36.34°C, 549.00m; (sol) 
 - : 1177, 722s, 949.11hPa, 36.34°C, 550.00m; (sol) 
 - : 1178, 723s, 949.06hPa, 36.35°C, 550.00m; (sol) 
 - : 1179, 724s, 949.10hPa, 36.36°C, 550.00m; (sol) 
 - : 1180, 724s, 949.04hPa, 36.36°C, 550.00m; (sol) 
 - : 1181, 725s, 949.07hPa, 36.36°C, 550.00m; (sol) 
 - : 1182, 725s, 949.08hPa, 36.36°C, 550.00m; (sol) 
 - : 1183, 726s, 949.06hPa, 36.37°C, 549.00m; (sol) 
 - : 1184, 727s, 949.05hPa, 36.38°C, 550.00m; (sol) 
 - : 1185, 727s, 949.07hPa, 36.37°C, 550.00m; (sol) 
 - : 1186, 728s, 949.02hPa, 36.38°C, 549.00m; (sol) 
 - : 1187, 728s, 949.02hPa, 36.38°C, 549.00m; (sol) 
 - : 1188, 729s, 949.08hPa, 36.38°C, 550.00m; (sol) 
 - : 1189, 730s, 949.11hPa, 36.40°C, 549.00m; (sol) 
 - : 1190, 730s, 949.09hPa, 36.41°C, 549.00m; (sol) 
 - : 1191, 731s, 949.09hPa, 36.41°C, 550.00m; (sol) 
 - : 1192, 732s, 949.04hPa, 36.41°C, 550.00m; (sol) 
 - : 1193, 732s, 949.05hPa, 36.42°C, 550.00m; (sol) 
 - : 1194, 733s, 949.12hPa, 36.43°C, 550.00m; (sol) 
 - : 1195, 733s, 949.11hPa, 36.44°C, 550.00m; (sol) 
 - : 1196, 734s, 949.09hPa, 36.43°C, 550.00m; (sol) 
 - : 1197, 735s, 949.11hPa, 36.44°C, 550.00m; (sol) 
 - : 1198, 735s, 949.06hPa, 36.44°C, 550.00m; (sol) 
 - : 1199, 736s, 949.00hPa, 36.44°C, 550.00m; (sol) 
 - : 1200, 737s, 948.99hPa, 36.44°C, 550.00m; (sol) 
 - : 1201, 737s, 949.03hPa, 36.45°C, 551.00m; (sol) 
 - : 1202, 738s, 949.03hPa, 36.44°C, 550.00m; (sol) 
 - : 1203, 738s, 949.03hPa, 36.43°C, 551.00m; (sol) 
 - : 1204, 739s, 949.06hPa, 36.44°C, 550.00m; (sol) 
 - : 1205, 740s, 949.01hPa, 36.44°C, 550.00m; (sol) 
 - : 1206, 740s, 949.04hPa, 36.44°C, 550.00m; (sol) 
 - : 1207, 741s, 949.01hPa, 36.43°C, 550.00m; (sol) 
 - : 1208, 741s, 949.02hPa, 36.44°C, 550.00m; (sol) 
 - : 1209, 742s, 949.02hPa, 36.44°C, 550.00m; (sol) 
 - : 1210, 743s, 949.00hPa, 36.44°C, 550.00m; (sol) 
 - : 1211, 743s, 949.00hPa, 36.44°C, 551.00m; (sol) 
 - : 1212, 744s, 948.95hPa, 36.44°C, 550.00m; (sol) 
 - : 1213, 744s, 949.01hPa, 36.44°C, 550.00m; (sol) 
 - : 1214, 745s, 949.02hPa, 36.42°C, 550.00m; (sol) 
 - : 1215, 746s, 949.08hPa, 36.44°C, 550.00m; (sol) 
 - : 1216, 746s, 949.04hPa, 36.44°C, 550.00m; (sol) 
 - : 1217, 747s, 949.02hPa, 36.44°C, 550.00m; (sol) 
 - : 1218, 747s, 949.03hPa, 36.44°C, 551.00m; (sol) 
 - : 1219, 748s, 949.00hPa, 36.44°C, 550.00m; (sol) 
 - : 1220, 749s, 949.02hPa, 36.44°C, 550.00m; (sol) 
 - : 1221, 749s, 948.98hPa, 36.45°C, 550.00m; (sol) 
 - : 1222, 750s, 949.05hPa, 36.44°C, 550.00m; (sol) 
 - : 1223, 751s, 949.02hPa, 36.44°C, 550.00m; (sol) 
 - : 1224, 751s, 949.04hPa, 36.45°C, 550.00m; (sol) 
 - : 1225, 752s, 949.08hPa, 36.46°C, 550.00m; (sol) 
 - : 1226, 752s, 949.03hPa, 36.47°C, 549.00m; (sol) 
 - : 1227, 753s, 949.07hPa, 36.45°C, 550.00m; (sol) 
 - : 1228, 754s, 949.04hPa, 36.47°C, 550.00m; (sol) 
 - : 1229, 754s, 949.14hPa, 36.48°C, 550.00m; (sol) 
 - : 1230, 755s, 949.08hPa, 36.48°C, 551.00m; (sol) 
 - : 1231, 755s, 949.08hPa, 36.48°C, 550.00m; (sol) 
 - : 1232, 756s, 949.02hPa, 36.48°C, 550.00m; (sol) 
 - : 1233, 757s, 949.11hPa, 36.48°C, 550.00m; (sol) 
 - : 1234, 757s, 949.04hPa, 36.49°C, 550.00m; (sol) 
 - : 1235, 758s, 949.02hPa, 36.50°C, 550.00m; (sol) 
 - : 1236, 758s, 948.99hPa, 36.50°C, 550.00m; (sol) 
 - : 1237, 759s, 949.12hPa, 36.51°C, 551.00m; (sol) 
 - : 1238, 760s, 949.09hPa, 36.51°C, 550.00m; (sol) 
 - : 1239, 760s, 949.05hPa, 36.52°C, 550.00m; (sol) 
 - : 1240, 761s, 949.01hPa, 36.52°C, 550.00m; (sol) 
 - : 1241, 762s, 948.99hPa, 36.54°C, 550.00m; (sol) 
 - : 1242, 762s, 949.08hPa, 36.54°C, 550.00m; (sol) 
 - : 1243, 763s, 949.05hPa, 36.54°C, 551.00m; (sol) 
 - : 1244, 763s, 949.09hPa, 36.55°C, 550.00m; (sol) 
 - : 1245, 764s, 949.05hPa, 36.56°C, 550.00m; (sol) 
 - : 1246, 765s, 949.08hPa, 36.56°C, 550.00m; (sol) 
 - : 1247, 765s, 949.09hPa, 36.57°C, 550.00m; (sol) 
 - : 1248, 766s, 948.98hPa, 36.55°C, 549.00m; (sol) 
 - : 1249, 766s, 949.00hPa, 36.56°C, 549.00m; (sol) 
 - : 1250, 767s, 949.07hPa, 36.58°C, 550.00m; (sol) 
 - : 1251, 768s, 949.09hPa, 36.59°C, 550.00m; (sol) 
 - : 1252, 768s, 949.06hPa, 36.59°C, 550.00m; (sol) 
 - : 1253, 769s, 949.08hPa, 36.60°C, 550.00m; (sol) 
 - : 1254, 770s, 949.08hPa, 36.60°C, 550.00m; (sol) 
 - : 1255, 770s, 949.05hPa, 36.62°C, 550.00m; (sol) 
 - : 1256, 771s, 949.03hPa, 36.62°C, 550.00m; (sol) 
 - : 1257, 771s, 949.04hPa, 36.61°C, 550.00m; (sol) 
 - : 1258, 772s, 949.03hPa, 36.62°C, 550.00m; (sol) 
 - : 1259, 773s, 949.08hPa, 36.64°C, 550.00m; (sol) 
 - : 1260, 773s, 949.05hPa, 36.64°C, 550.00m; (sol) 
 - : 1261, 774s, 949.02hPa, 36.64°C, 550.00m; (sol) 
 - : 1262, 775s, 948.99hPa, 36.66°C, 550.00m; (sol) 
 - : 1263, 775s, 949.01hPa, 36.65°C, 551.00m; (sol) 
 - : 1264, 776s, 949.05hPa, 36.66°C, 550.00m; (sol) 
 - : 1265, 776s, 949.03hPa, 36.67°C, 550.00m; (sol) 
 - : 1266, 777s, 949.01hPa, 36.67°C, 550.00m; (sol) 
 - : 1267, 778s, 949.02hPa, 36.68°C, 550.00m; (sol) 
 - : 1268, 778s, 948.96hPa, 36.67°C, 550.00m; (sol) 
 - : 1269, 779s, 949.04hPa, 36.69°C, 550.00m; (sol) 
 - : 1270, 780s, 949.02hPa, 36.70°C, 550.00m; (sol) 
 - : 1271, 780s, 948.98hPa, 36.69°C, 550.00m; (sol) 
 - : 1272, 781s, 948.93hPa, 36.69°C, 551.00m; (sol) 
 - : 1273, 781s, 948.94hPa, 36.70°C, 550.00m; (sol) 
 - : 1274, 782s, 949.02hPa, 36.70°C, 551.00m; (sol) 
 - : 1275, 783s, 949.03hPa, 36.71°C, 550.00m; (sol) 
 - : 1276, 783s, 949.07hPa, 36.71°C, 550.00m; (sol) 
 - : 1277, 784s, 948.93hPa, 36.70°C, 550.00m; (sol) 
 - : 1278, 785s, 948.93hPa, 36.70°C, 550.00m; (sol) 
 - : 1279, 785s, 949.00hPa, 36.71°C, 550.00m; (sol) 
 - : 1280, 786s, 948.95hPa, 36.71°C, 551.00m; (sol) 
 - : 1281, 786s, 948.95hPa, 36.71°C, 551.00m; (sol) 
 - : 1282, 787s, 949.03hPa, 36.72°C, 551.00m; (sol) 
 - : 1283, 788s, 948.97hPa, 36.72°C, 550.00m; (sol) 
 - : 1284, 788s, 948.94hPa, 36.73°C, 551.00m; (sol) 
 - : 1285, 789s, 949.00hPa, 36.72°C, 550.00m; (sol) 
 - : 1286, 789s, 948.97hPa, 36.73°C, 550.00m; (sol) 
 - : 1287, 790s, 949.03hPa, 36.73°C, 550.00m; (sol) 
 - : 1288, 791s, 948.96hPa, 36.74°C, 551.00m; (sol) 
 - : 1289, 791s, 948.97hPa, 36.73°C, 551.00m; (sol) 
 - : 1290, 792s, 949.04hPa, 36.73°C, 551.00m; (sol) 
 - : 1291, 792s, 949.02hPa, 36.74°C, 551.00m; (sol) 
 - : 1292, 793s, 949.08hPa, 36.74°C, 550.00m; (sol) 
 - : 1293, 794s, 949.03hPa, 36.74°C, 551.00m; (sol) 
 - : 1294, 794s, 948.97hPa, 36.74°C, 551.00m; (sol) 
 - : 1295, 795s, 948.97hPa, 36.74°C, 550.00m; (sol) 
 - : 1296, 795s, 949.02hPa, 36.75°C, 551.00m; (sol) 
 - : 1297, 796s, 949.01hPa, 36.75°C, 550.00m; (sol) 
 - : 1298, 797s, 948.95hPa, 36.75°C, 551.00m; (sol) 
 - : 1299, 797s, 948.97hPa, 36.76°C, 550.00m; (sol) 
 - : 1300, 798s, 948.97hPa, 36.76°C, 550.00m; (sol) 
 - : 1301, 798s, 949.02hPa, 36.78°C, 550.00m; (sol) 
 - : 1302, 799s, 949.00hPa, 36.78°C, 551.00m; (sol) 
 - : 1303, 800s, 949.00hPa, 36.78°C, 550.00m; (sol) 
 - : 1304, 800s, 949.03hPa, 36.80°C, 550.00m; (sol) 
 - : 1305, 801s, 949.02hPa, 36.80°C, 550.00m; (sol) 
 - : 1306, 801s, 949.00hPa, 36.80°C, 551.00m; (sol) 
 - : 1307, 802s, 948.98hPa, 36.81°C, 550.00m; (sol) 
 - : 1308, 803s, 949.00hPa, 36.82°C, 551.00m; (sol) 
 - : 1309, 803s, 948.98hPa, 36.83°C, 550.00m; (sol) 
 - : 1310, 804s, 949.00hPa, 36.82°C, 551.00m; (sol) 
 - : 1311, 805s, 948.99hPa, 36.83°C, 550.00m; (sol) 
 - : 1312, 805s, 949.02hPa, 36.83°C, 551.00m; (sol) 
 - : 1313, 806s, 949.00hPa, 36.84°C, 550.00m; (sol) 
 - : 1314, 806s, 949.07hPa, 36.85°C, 550.00m; (sol) 
 - : 1315, 807s, 948.99hPa, 36.86°C, 550.00m; (sol) 
 - : 1316, 808s, 948.95hPa, 36.87°C, 550.00m; (sol) 
 - : 1317, 808s, 948.95hPa, 36.87°C, 550.00m; (sol) 
 - : 1318, 809s, 948.98hPa, 36.89°C, 550.00m; (sol) 
 - : 1319, 809s, 949.04hPa, 36.89°C, 551.00m; (sol) 
 - : 1320, 810s, 949.07hPa, 36.89°C, 550.00m; (sol) 
 - : 1321, 811s, 949.05hPa, 36.89°C, 550.00m; (sol) 
 - : 1322, 811s, 948.96hPa, 36.91°C, 550.00m; (sol) 
 - : 1323, 812s, 949.02hPa, 36.92°C, 550.00m; (sol) 
 - : 1324, 813s, 949.02hPa, 36.91°C, 550.00m; (sol) 
 - : 1325, 813s, 949.04hPa, 36.93°C, 551.00m; (sol) 
 - : 1326, 814s, 948.95hPa, 36.93°C, 550.00m; (sol) 
 - : 1327, 814s, 948.97hPa, 36.94°C, 551.00m; (sol) 
 - : 1328, 815s, 949.01hPa, 36.95°C, 551.00m; (sol) 
 - : 1329, 816s, 949.01hPa, 36.95°C, 550.00m; (sol) 
 - : 1330, 816s, 949.01hPa, 36.95°C, 550.00m; (sol) 
 - : 1331, 817s, 949.06hPa, 36.96°C, 551.00m; (sol) 
 - : 1332, 818s, 948.98hPa, 36.97°C, 550.00m; (sol) 
 - : 1333, 818s, 948.98hPa, 36.97°C, 551.00m; (sol) 
 - : 1334, 819s, 948.92hPa, 36.98°C, 551.00m; (sol) 
 - : 1335, 819s, 948.97hPa, 37.00°C, 550.00m; (sol) 
 - : 1336, 820s, 948.96hPa, 36.99°C, 551.00m; (sol) 
 - : 1337, 821s, 948.97hPa, 37.00°C, 551.00m; (sol) 
 - : 1338, 821s, 949.02hPa, 37.01°C, 551.00m; (sol) 
 - : 1339, 822s, 948.97hPa, 37.02°C, 551.00m; (sol) 
 - : 1340, 822s, 949.01hPa, 37.03°C, 551.00m; (sol) 
 - : 1341, 823s, 948.99hPa, 37.04°C, 550.00m; (sol) 
 - : 1342, 824s, 949.01hPa, 37.04°C, 550.00m; (sol) 
 - : 1343, 824s, 949.07hPa, 37.05°C, 550.00m; (sol) 
 - : 1344, 825s, 948.97hPa, 37.06°C, 550.00m; (sol) 
 - : 1345, 826s, 949.00hPa, 37.06°C, 551.00m; (sol) 
 - : 1346, 826s, 948.96hPa, 37.07°C, 551.00m; (sol) 
 - : 1347, 827s, 948.95hPa, 37.07°C, 551.00m; (sol) 
 - : 1348, 827s, 948.98hPa, 37.09°C, 551.00m; (sol) 
 - : 1349, 828s, 948.96hPa, 37.09°C, 550.00m; (sol) 
 - : 1350, 829s, 948.95hPa, 37.09°C, 551.00m; (sol) 
